Flight/Train/Ship number,Departure & arrival,Date of travel,Related cases,Seat Number (if known)
UO623,Tokyo,26/12/2022,,Unknown
CX776,Jakarta,26/12/2022,,Unknown
CX178,Melbourne,26/12/2022,,Unknown
CX198,Auckland,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
CX198,Auckland,26/12/2022,,Unknown
UQ2651,Zhengzhou,26/12/2022,,14F
QR818,Doha,26/12/2022,,Unknown
CX543,Tokyo,26/12/2022,,Unknown
PR300,Manila,26/12/2022,,Unknown
CX363,Shanghai,26/12/2022,,14C
CX270,Amsterdam,26/12/2022,,39G
CX411,Seoul,26/12/2022,,Unknown
KE171,Seoul,26/12/2022,,34C
CX363,Shanghai,26/12/2022,,53E
CX363,Shanghai,26/12/2022,,55D
UO2811,Sapporo,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,18E
CX527,Tokyo,26/12/2022,,Unknown
CX178,Melbourne,26/12/2022,,48K
CX162,Sydney,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
CX138,Sydney,26/12/2022,,Unknown
CX776,Jakarta,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
CX417,Seoul,26/12/2022,,Unknown
CX417,Seoul,26/12/2022,,32H
EK384,Bangkok,26/12/2022,,Unknown
UO821,Okinawa,26/12/2022,,28D
UO687,Osaka,26/12/2022,,5A
CX716,Singapore,26/12/2022,,Unknown
AK138,Kuala Lumpur,26/12/2022,,20E
BR871,Taipei,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX2690,Singapore,26/12/2022,,72H
SQ894,Singapore,26/12/2022,,Unknown
HX611,Tokyo,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,Unknown
UO135,Kaohsiung,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,Unknown
ET644,Addis Ababa,27/12/2022,,14F
CX750,Bangkok,27/12/2022,,Unknown
CX250,London,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
CX930,Manila,27/12/2022,,41J
CX750,Bangkok,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
BA31,London,27/12/2022,,12D
QR818,Doha,27/12/2022,,Unknown
CX250,London,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,12A
QR818,Doha,27/12/2022,,30B
HB2682,Bangkok,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
BR871,Taipei,27/12/2022,,28D
1115,Bangkok,27/12/2022,,34A
UO725,Phuket,27/12/2022,,27D
BR871,Taipei,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,30A
BR871,Taipei,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
UO681,Fukuoka,27/12/2022,,21F
CX411,Seoul,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,41E
CX411,Seoul,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
BR871,Taipei,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
AY099,Helsinki,27/12/2022,,Unknown
LX138,Zurich,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
BR871,Taipei,27/12/2022,,28H
UO687,Osaka,27/12/2022,,27D
HX629,Seoul,27/12/2022,,Unknown
AY099,Helsinki,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
UO669,Fukuoka,27/12/2022,,Unknown
HX629,Seoul,27/12/2022,,Unknown
CX150,Brisbane,27/12/2022,,46D
HX611,Tokyo,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
UO681,Fukuoka,27/12/2022,,Unknown
UO669,Fukuoka,27/12/2022,,26D
HX611,Tokyo,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,14G
5J110,Manila,27/12/2022,,Unknown
BR871,Taipei,27/12/2022,,28E
AY099,Helsinki,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
LX138,Zurich,27/12/2022,,39D
TK70,Istanbul,27/12/2022,,6B
HX611,Tokyo,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
AY099,Helsinki,27/12/2022,,Unknown
UO681,Fukuoka,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
UO669,Fukuoka,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,45C
UO669,Fukuoka,27/12/2022,,16D
HX657,Okinawa,27/12/2022,,Unknown
UO687,Osaka,27/12/2022,,9E
CX527,Tokyo,27/12/2022,,41C
CX930,Manila,27/12/2022,,Unknown
CX930,Manila,27/12/2022,,Unknown
BA31,London,27/12/2022,,Unknown
CX930,Manila,27/12/2022,,40G
CX417,Seoul,27/12/2022,,Unknown
CX150,Brisbane,27/12/2022,,41J
CX150,Brisbane,27/12/2022,,46E
UO687,Osaka,27/12/2022,,30F
CX411,Seoul,27/12/2022,,Cabin Crew
SQ894,Singapore,27/12/2022,,Unknown
SQ894,Singapore,27/12/2022,,Unknown
LX138,Zurich,27/12/2022,,Unknown
SQ894,Singapore,27/12/2022,,Unknown
UO687,Osaka,27/12/2022,,Unknown
UO725,Phuket,27/12/2022,,Unknown
UO725,Phuket,27/12/2022,,Unknown
CX150,Brisbane,27/12/2022,,Unknown
HX657,Okinawa,27/12/2022,,Unknown
CX150,Brisbane,27/12/2022,,31D
CX150,Brisbane,27/12/2022,,31E
CX150,Brisbane,27/12/2022,,Unknown
UO687,Osaka,27/12/2022,,17A
HX629,Seoul,27/12/2022,,Unknown
HX629,Seoul,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
SQ894,Singapore,27/12/2022,,Unknown
SQ894,Singapore,27/12/2022,,Unknown
UO619,Seoul,27/12/2022,,19A
UO619,Seoul,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,28B
UO619,Seoul,27/12/2022,,22B
CX417,Seoul,27/12/2022,,64E
CX417,Seoul,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX431,Kaohsiung,27/12/2022,,41G
CX431,Kaohsiung,27/12/2022,,41K
CX431,Kaohsiung,27/12/2022,,41H
5J110,Manila,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,64D
CX417,Seoul,27/12/2022,,45B
TR978,Singapore,27/12/2022,,28K
CX567,Osaka,27/12/2022,,Unknown
CX567,Osaka,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX489,Taipei,27/12/2022,,Unknown
CX489,Taipei,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX417,Seoul,27/12/2022,,Unknown
CX567,Osaka,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,Unknown
WGV72J,Bangkok,27/12/2022,,31J
UO619,Seoul,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
CX841,New York,27/12/2022,,45B
CX417,Seoul,27/12/2022,,72E
CX567,Osaka,27/12/2022,,Unknown
CX567,Osaka,27/12/2022,,48H
CX567,Osaka,27/12/2022,,Unknown
5J110,Manila,27/12/2022,,Unknown
TG600,Bangkok,27/12/2022,,Unknown
CX567,Osaka,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,19B
CX841,New York,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,3B
UO601,Fukuoka,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,8E
UO619,Seoul,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,8D
UO601,Fukuoka,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,1F
UO601,Fukuoka,27/12/2022,,16B
UO601,Fukuoka,27/12/2022,,2F
NZ081,Auckland,27/12/2022,,Unknown
NZ81,Auckland,27/12/2022,,Unknown
NZ081,Auckland,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,3B
CX766,Ho Chi Minh City,27/12/2022,,73G
CX922,Cebu,27/12/2022,,Unknown
CX922,Cebu,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
UO619,Seoul,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,37J
CX922,Cebu,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,11F
UO619,Seoul,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
UO619,Seoul,27/12/2022,,25A
CX766,Ho Chi Minh City,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
CX922,Cebu,27/12/2022,,Unknown
UO601,Fukuoka,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,74H
CX543,Tokyo,27/12/2022,,39F
NH859,Tokyo,27/12/2022,,Unknown
UO821,Okinawa,27/12/2022,,Unknown
NH859,Tokyo,27/12/2022,,Unknown
MH072,Kuala Lumpur,27/12/2022,,Unknown
UO821,Okinawa,27/12/2022,,Unknown
UO821,Okinawa,27/12/2022,,Unknown
NH859,Tokyo,27/12/2022,,Unknown
UO553,Da Nang,27/12/2022,,20B
MH072,Kuala Lumpur,27/12/2022,,8C
NH859,Tokyo,27/12/2022,,Unknown
SQ882,Singapore,27/12/2022,,Unknown
NH859,Tokyo,27/12/2022,,27J
NH859,Tokyo,27/12/2022,,30D
MH72,Kuala Lumpur,27/12/2022,,Unknown
UO553,Da Nang,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,Unknown
UO821,Okinawa,27/12/2022,,Unknown
NH859,Tokyo,27/12/2022,,36A
MH072,Kuala Lumpur,27/12/2022,,10B
BR867,Taipei,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
UO173,Taichung,27/12/2022,,3F
UO553,Da Nang,27/12/2022,,Unknown
UO173,Taichung,27/12/2022,,18F
TR978,Singapore,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,18K
QR818,Doha,27/12/2022,,2C
UO173,Taichung,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
CX841,New York,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,40F
UO705,Bangkok,27/12/2022,,Unknown
UO553,Da Nang,27/12/2022,,Unknown
UO821,Okinawa,27/12/2022,,10A
UO705,Bangkok,27/12/2022,,16E
UO173,Taichung,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,11D
UO705,Bangkok,27/12/2022,,11E
JL029,Tokyo,27/12/2022,,1A
VN3562,Ho Chi Minh City,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
CX6321,Tokyo,27/12/2022,,Unknown
UO173,Taichung,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,26D
QR818,Doha,27/12/2022,,Unknown
QR818,Doha,27/12/2022,,40E
QR818,Doha,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,16F
CX6321,Tokyo,27/12/2022,,Unknown
UO705,Bangkok,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,31A
Z21264,Manila,27/12/2022,,10D
TG600,Bangkok,27/12/2022,,Unknown
Z21264,Manila,27/12/2022,,Unknown
Z21264,Manila,27/12/2022,,Unknown
SQ8632,Singapore,27/12/2022,,41D
TR978,Singapore,27/12/2022,,Unknown
TG600,Bangkok,27/12/2022,,Unknown
CX3195,Anchorage,27/12/2022,,Cabin Crew
TG600,Bangkok,27/12/2022,,Unknown
Z21264,Manila,27/12/2022,,10E
Z21264,Manila,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,Unknown
5J110,Manila,27/12/2022,,Unknown
TG600,Bangkok,27/12/2022,,Unknown
TG600,Bangkok,27/12/2022,,Unknown
TG600,Bangkok,27/12/2022,,15A
NH859,Tokyo,27/12/2022,,31D
CX6321,Tokyo,27/12/2022,,Unknown
5J110,Manila,27/12/2022,,Unknown
CX694,New Delhi,27/12/2022,,Unknown
NH857,Tokyo,27/12/2022,,16A
UO553,Da Nang,27/12/2022,,6D
MH072,Kuala Lumpur,27/12/2022,,Unknown
NH859,Tokyo,27/12/2022,,Unknown
CX6321,Tokyo,27/12/2022,,Unknown
UO553,Da Nang,27/12/2022,,Unknown
CX694,New Delhi,27/12/2022,,Unknown
CX660,Mumbai,27/12/2022,,39E
CX216,Manchester,27/12/2022,,62A
TR978,Singapore,27/12/2022,,Unknown
CI909,Taipei,27/12/2022,,Unknown
SQ882,Singapore,27/12/2022,,Unknown
TR978,Singapore,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,Unknown
BR867,Taipei,27/12/2022,,50C
SQ882,Singapore,27/12/2022,,Unknown
SQ882,Singapore,27/12/2022,,Unknown
PR300,Manila,27/12/2022,,71A
BR867,Taipei,27/12/2022,,Unknown
PR300,Manila,27/12/2022,,Unknown
BR867,Taipei,27/12/2022,,22D
BR867,Taipei,27/12/2022,,23K
BR867,Taipei,27/12/2022,,22E
CX252,London,27/12/2022,,Unknown
CX270,Amsterdam,27/12/2022,,Unknown
CX216,Manchester,27/12/2022,,39G
CX216,Manchester,27/12/2022,,32D
BR851,Taipei,27/12/2022,,Unknown
PR300,Manila,27/12/2022,,Unknown
PR300,Manila,27/12/2022,,Unknown
CX216,Manchester,27/12/2022,,31K
CX170,Perth,27/12/2022,,Unknown
CX270,Amsterdam,27/12/2022,,59K
UO623,Tokyo,27/12/2022,,24F
CX260,Paris,27/12/2022,,Unknown
GA876,Jakarta,27/12/2022,,Unknown
GA876,Jakarta,27/12/2022,,Unknown
GA876,Jakarta,27/12/2022,,Unknown
GA876,Jakarta,27/12/2022,,Unknown
GA876,Jakarta,27/12/2022,,Unknown
HX782,Manila,27/12/2022,,Unknown
CX270,Amsterdam,27/12/2022,,31E
UO623,Tokyo,27/12/2022,,Unknown
BR851,Taipei,27/12/2022,,27J
CX746,Dubai,27/12/2022,,Unknown
CX746,Dubai,27/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,Unknown
AC007,Vancouver,27/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,Unknown
5J272,Manila,27/12/2022,,Unknown
UO623,Tokyo,27/12/2022,,Unknown
CX260,Paris,27/12/2022,,Unknown
CX260,Paris,27/12/2022,,Unknown
CX178,Melbourne,27/12/2022,,62G
UO623,Tokyo,27/12/2022,,Unknown
UO623,Tokyo,27/12/2022,,14A
UO623,Tokyo,27/12/2022,,15A
UO623,Tokyo,27/12/2022,,Unknown
CX178,Melbourne,27/12/2022,,Unknown
CX829,Toronto,27/12/2022,,33C
UO623,Tokyo,27/12/2022,,21E
CX829,Toronto,27/12/2022,,Unknown
UO623,Tokyo,27/12/2022,,Unknown
CX260,Paris,27/12/2022,,Unknown
UO623,Tokyo,27/12/2022,,Unknown
CX873,San Francisco,27/12/2022,,60C
CX746,Dubai,27/12/2022,,Unknown
HX637,Osaka,27/12/2022,,Unknown
CX746,Dubai,27/12/2022,,Unknown
CX746,Dubai,27/12/2022,,Unknown
CX746,Dubai,27/12/2022,,72C
CX746,Dubai,27/12/2022,,16K
CX746,Dubai,27/12/2022,,Unknown
CX746,Dubai,27/12/2022,,Unknown
CX829,Toronto,27/12/2022,,Unknown
HX637,Osaka,27/12/2022,,Unknown
HX637,Osaka,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
UO781,Singapore,27/12/2022,,15B
UO781,Singapore,27/12/2022,,Unknown
UO781,Singapore,27/12/2022,,Unknown
UO781,Singapore,27/12/2022,,14A
UO781,Singapore,27/12/2022,,Unknown
LD326,Singapore,27/12/2022,,Unknown
HX766,Bangkok,27/12/2022,,Unknown
UO871,Tokyo,27/12/2022,,Unknown
UO669,Fukuoka,27/12/2022,,16E
UO669,Fukuoka,27/12/2022,,Unknown
UO669,Fukuoka,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
5J112,Manila,27/12/2022,,24B
UO669,Fukuoka,27/12/2022,,11F
CX561,Osaka,27/12/2022,,64A
UO669,Fukuoka,27/12/2022,,Unknown
HX609,Tokyo,27/12/2022,,55A
5J110,Manila,27/12/2022,,23B
TK070,Istanbul,27/12/2022,,49B
CX614,Bangkok,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,44A
CX614,Bangkok,27/12/2022,,Unknown
CI915,Taipei,27/12/2022,,56H
CX750,Bangkok,27/12/2022,,Unknown
PR306,Manila,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,48C
CX722,Kuala Lumpur,27/12/2022,,Unknown
LX138,Zurich,27/12/2022,,Unknown
HX609,Tokyo,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
5J114,Manila,27/12/2022,,11A
AY099,Helsinki,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
HX609,Tokyo,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
5J112,Manila,27/12/2022,,14/F
HX609,Tokyo,27/12/2022,,15E
HX609,Tokyo,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
5J112,Manila,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
HB2682,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
LH796,Frankfurt,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,50E
CX527,Tokyo,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
PR306,Manila,27/12/2022,,52A
EK384,Bangkok,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,14G
PR306,Manila,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,Unknown
PR306,Manila,27/12/2022,,70C
EK384,Bangkok,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,2E
EK384,Bangkok,27/12/2022,,70B
CX543,Tokyo,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,74K
PR306,Manila,27/12/2022,,72H
EK384,Bangkok,27/12/2022,,53J
CX2690,Singapore,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,53H
EK384,Bangkok,27/12/2022,,53K
CX614,Bangkok,27/12/2022,,16G
CX2690,Singapore,27/12/2022,,Unknown
CX614,Bangkok,27/12/2022,,Unknown
CX722,Kuala Lumpur,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,12C
5J114,Manila,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,47B
5J114,Manila,27/12/2022,,Unknown
HX609,Tokyo,27/12/2022,,55C
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,49J
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Cabin Crew
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
UO135,Kaohsiung,27/12/2022,,20D
CX549,Tokyo,27/12/2022,,49K
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,39A
CX581,Sapporo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,49H
CX549,Tokyo,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
PR306,Manila,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,66H
TG638,Bangkok,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,Unknown
HX776,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,17K
TG638,Bangkok,27/12/2022,,15A
TG638,Bangkok,27/12/2022,,32K
CX614,Bangkok,27/12/2022,,70G
CX527,Tokyo,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,32J
TG638,Bangkok,27/12/2022,,Unknown
HX780,Bangkok,27/12/2022,,31H
UO135,Kaohsiung,27/12/2022,,22E
CX581,Sapporo,27/12/2022,,59J
CX581,Sapporo,27/12/2022,,76G
PR310,Manila,27/12/2022,,32A
CX581,Sapporo,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
UO2811,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,45 H
UO899,Osaka,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,61B
CX581,Sapporo,27/12/2022,,Unknown
5J110,Manila,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
UO871,Tokyo,27/12/2022,,Unknown
UO2811,Sapporo,27/12/2022,,Unknown
CX918,Manila,27/12/2022,,10A
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX918,Manila,27/12/2022,,Unknown
CX918,Manila,27/12/2022,,Unknown
UO899,Osaka,27/12/2022,,Unknown
UO871,Tokyo,27/12/2022,,17C
UO871,Tokyo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
PR310,Manila,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX918,Manila,27/12/2022,,22H
CX918,Manila,27/12/2022,,Unknown
CX918,Manila,27/12/2022,,Unknown
5J114,Manila,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
UO899,Osaka,27/12/2022,,19F
CX918,Manila,27/12/2022,,Unknown
UO899,Osaka,27/12/2022,,Unknown
UO2811,Sapporo,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Cabin Crew
TG638,Bangkok,27/12/2022,,50E
HX619,Osaka,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,65J
CX561,Osaka,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,78G
TG638,Bangkok,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,78E
CX561,Osaka,27/12/2022,,Unknown
UO849,Tokyo,27/12/2022,,22A
UO849,Tokyo,27/12/2022,,27A
TG638,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,65K
HX780,Bangkok,27/12/2022,,31K
CX589,Fukuoka,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,68J
HX619,Osaka,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
CX2690,Singapore,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,73J
UO849,Tokyo,27/12/2022,,14F
CX2690,Singapore,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
CX2690,Singapore,27/12/2022,,Unknown
UO849,Tokyo,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
UO849,Tokyo,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
LH796,Frankfurt,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
